id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
727,Orong Bukal,"Jl. Lingkar Selatan, Dusun sauh, Buwun Mas, Kec. Sekotong",4.6,233,"Orong Bukal adalah sebuah orong yang terletak di Jl. Lingkar Selatan, Dusun sauh, Buwun Mas, Kec. Sekotong, Nusa Tenggara Barat. Orong ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.8811842, 'longitude': 115.9825376}",https://www.google.com/maps/place/Orong+Bukal/data=!4m7!3m6!1s0x2dcd9fb9f7f49813:0xfcd8f28aea163eb8!8m2!3d-8.8811842!4d115.9825376!16s%2Fg%2F11rv1gb965!19sChIJE5j097mfzS0RuD4W6ory2Pw?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipPuazXD-Yiy442HEATsbec7TZOqrXSTVjpONyRZ=w86-h114-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPuazXD-Yiy442HEATsbec7TZOqrXSTVjpONyRZ=w408-h544-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPuazXD-Yiy442HEATsbec7TZOqrXSTVjpONyRZ=w224-h298-k-no']",['lainnya']
728,Sembalun Lombok,"Jl. Wisata Gn. Rinjani, Sembalun Bumbung, Kec. Sembalun",4.7,550,"Sembalun Lombok adalah sebuah sembalun yang terletak di Jl. Wisata Gn. Rinjani, Sembalun Bumbung, Kec. Sembalun, Nusa Tenggara Barat. Sembalun ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.4155057, 'longitude': 116.5381873}",https://www.google.com/maps/place/Sembalun+Lombok/data=!4m7!3m6!1s0x2dcdc1bb0647155f:0xd33081ef04127887!8m2!3d-8.4155057!4d116.5381873!16s%2Fg%2F11fy4r0405!19sChIJXxVHBrvBzS0Rh3gSBO-BMNM?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipPr1JlS9AEZdUBCjK7QN8nirWiSlbFjF4gJQGln=w152-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPr1JlS9AEZdUBCjK7QN8nirWiSlbFjF4gJQGln=w426-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipPr1JlS9AEZdUBCjK7QN8nirWiSlbFjF4gJQGln=w529-h298-k-no']",['lainnya']
729,Wisata Alam Aiknyet,"Aiknyet desa Buwun Sejati, Sesaot, Kec. Narmada",4.4,1.304,"Wisata Alam Aiknyet adalah sebuah wisata yang terletak di Aiknyet desa Buwun Sejati, Sesaot, Kec. Narmada, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5336096, 'longitude': 116.2391481}",https://www.google.com/maps/place/Wisata+Alam+Aiknyet/data=!4m7!3m6!1s0x2dcdc98613350d7b:0xb34948c6e7dd2f72!8m2!3d-8.5336096!4d116.2391481!16s%2Fg%2F11c2n9znh3!19sChIJew01E4bJzS0Rci_d58ZISbM?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipMwlzUSQLPKHWPIB5Qw5ku5DTcatCFLMUychmjK=w152-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipMwlzUSQLPKHWPIB5Qw5ku5DTcatCFLMUychmjK=w426-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipMwlzUSQLPKHWPIB5Qw5ku5DTcatCFLMUychmjK=w529-h298-k-no']",['wisata_alam']
730,Air Terjun Tibu Atas,"Batu Mekar, Kec. Lingsar",4.3,177,"Air Terjun Tibu Atas adalah sebuah air terjun yang terletak di Batu Mekar, Kec. Lingsar, Nusa Tenggara Barat. Air terjun ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5404619, 'longitude': 116.2296197}",https://www.google.com/maps/place/Air+Terjun+Tibu+Atas/data=!4m7!3m6!1s0x2dcdc7d59b151fe5:0x2333b16276d7696c!8m2!3d-8.5404619!4d116.2296197!16s%2Fg%2F11f1kj5t7h!19sChIJ5R8Vm9XHzS0RbGnXdmKxMyM?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrpCKkVtQ0cjfsiM-u3O_iXPDjKnh9y-GkqkTVzCshhRL5Ge5dzAvP-eKKfgNBMjXyPU9-f812RUMcXui9mb06iuRJOLsGFxqYgczOEaLbyi-yyrt3ACKkkMSaWxc959vcfE3J=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrpCKkVtQ0cjfsiM-u3O_iXPDjKnh9y-GkqkTVzCshhRL5Ge5dzAvP-eKKfgNBMjXyPU9-f812RUMcXui9mb06iuRJOLsGFxqYgczOEaLbyi-yyrt3ACKkkMSaWxc959vcfE3J=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrpCKkVtQ0cjfsiM-u3O_iXPDjKnh9y-GkqkTVzCshhRL5Ge5dzAvP-eKKfgNBMjXyPU9-f812RUMcXui9mb06iuRJOLsGFxqYgczOEaLbyi-yyrt3ACKkkMSaWxc959vcfE3J=w397-h298-k-no']",['air_terjun']
731,Pantai Tanjung Menangis,"Pringgabaya, Kec. Pringgabaya",4.2,404,"Pantai Tanjung Menangis adalah sebuah pantai yang terletak di Pringgabaya, Kec. Pringgabaya, Nusa Tenggara Barat. Pantai ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5509698, 'longitude': 116.6619743}",https://www.google.com/maps/place/Pantai+Tanjung+Menangis/data=!4m7!3m6!1s0x2dcc478b23d4a86b:0x7e0cf7d80c77a04d!8m2!3d-8.5509698!4d116.6619743!16s%2Fg%2F11qg44mbpp!19sChIJa6jUI4tHzC0RTaB3DNj3DH4?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwj8g5FzBHa7l13flYrKFkcw4elRi9O-CBm5UeNT2SwgSBllTgpCrkAGySCYtKQtNFWgafd0OlnSOkSjICEtv7LgdWAXBg20vLKzBwH72qIGadt7JtsHNE8k8ctECaTS8maqDE=w148-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwj8g5FzBHa7l13flYrKFkcw4elRi9O-CBm5UeNT2SwgSBllTgpCrkAGySCYtKQtNFWgafd0OlnSOkSjICEtv7LgdWAXBg20vLKzBwH72qIGadt7JtsHNE8k8ctECaTS8maqDE=w413-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npwj8g5FzBHa7l13flYrKFkcw4elRi9O-CBm5UeNT2SwgSBllTgpCrkAGySCYtKQtNFWgafd0OlnSOkSjICEtv7LgdWAXBg20vLKzBwH72qIGadt7JtsHNE8k8ctECaTS8maqDE=w513-h298-k-no']",['pantai']
732,Taman Wisata Liang Bukal,"Batutering, Kec. Moyo Hulu",4.3,104,"Taman Wisata Liang Bukal adalah sebuah taman yang terletak di Batutering, Kec. Moyo Hulu, Nusa Tenggara Barat. Taman ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.6927287, 'longitude': 117.4908738}",https://www.google.com/maps/place/Taman+Wisata+Liang+Bukal/data=!4m7!3m6!1s0x2dcb999ec2f02433:0x29da3164369dcdc4!8m2!3d-8.6927287!4d117.4908738!16s%2Fg%2F11c76jk3n_!19sChIJMyTwwp6Zyy0RxM2dNmQx2ik?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4KMAruBDMCYaUoKDmEtd7hkfF2H9TYKZUODC4ghTJaFrY1VelPZBYxT8U_23hvlSoQJTSX3pFPSOkFiF1dtzJLJmAujhgwrlyYdKsM3Bh4SfOMVz2LBATBt35bMgzozvS7a0j=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4KMAruBDMCYaUoKDmEtd7hkfF2H9TYKZUODC4ghTJaFrY1VelPZBYxT8U_23hvlSoQJTSX3pFPSOkFiF1dtzJLJmAujhgwrlyYdKsM3Bh4SfOMVz2LBATBt35bMgzozvS7a0j=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4KMAruBDMCYaUoKDmEtd7hkfF2H9TYKZUODC4ghTJaFrY1VelPZBYxT8U_23hvlSoQJTSX3pFPSOkFiF1dtzJLJmAujhgwrlyYdKsM3Bh4SfOMVz2LBATBt35bMgzozvS7a0j=w397-h298-k-no']",['taman']
733,Wisata Alam Goa Lawah Lebah Sempage,"Lebah Sempage, Kec. Narmada, Nusa Tenggara Bar.",4.8,61,"Wisata Alam Goa Lawah Lebah Sempage adalah sebuah wisata yang terletak di Lebah Sempage, Kec. Narmada, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5397503, 'longitude': 116.2766619}",https://www.google.com/maps/place/Wisata+Alam+Goa+Lawah+Lebah+Sempage/data=!4m7!3m6!1s0x2dcdc9fa7aff728f:0x41cb40005bf4bcd6!8m2!3d-8.5397503!4d116.2766619!16s%2Fg%2F11tspndhhj!19sChIJj3L_evrJzS0R1rz0WwBAy0E?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipO5lAu_Eeal9kgnN0W28PF_4ss5kNeDMlqVjQcl=w86-h152-k-no', 'https://lh3.googleusercontent.com/p/AF1QipO5lAu_Eeal9kgnN0W28PF_4ss5kNeDMlqVjQcl=w408-h724-k-no', 'https://lh3.googleusercontent.com/p/AF1QipO5lAu_Eeal9kgnN0W28PF_4ss5kNeDMlqVjQcl=w224-h397-k-no']","['goa', 'wisata_alam']"
734,AIK SERAN BEACH,"Obel Obel, Sambelia, Nusa Tenggara Bar.",4.2,67,"AIK SERAN BEACH adalah sebuah pantai yang terletak di Obel Obel, Sambelia, Nusa Tenggara Barat. Pantai ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.262993, 'longitude': 116.550588}",https://www.google.com/maps/place/AIK+SERAN+BEACH/data=!4m7!3m6!1s0x2dcc29a3815805c1:0xc641172cb9911e1b!8m2!3d-8.262993!4d116.550588!16s%2Fg%2F11sh7q_tl1!19sChIJwQVYgaMpzC0RGx6RuSwXQcY?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJ8pJQ5OgHpwM4tF-pCArhHnGCV6fIfkFmx0XRgK1Os9ztg73EeoXhp-NrB9IElnkLicgo7yd1Kg8DSUxtjh511z7DS0Qag9eJCCyARe4nkCMbVbhiHuavllFkCiHnNvsmpoOkSQ=w86-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJ8pJQ5OgHpwM4tF-pCArhHnGCV6fIfkFmx0XRgK1Os9ztg73EeoXhp-NrB9IElnkLicgo7yd1Kg8DSUxtjh511z7DS0Qag9eJCCyARe4nkCMbVbhiHuavllFkCiHnNvsmpoOkSQ=w408-h408-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJ8pJQ5OgHpwM4tF-pCArhHnGCV6fIfkFmx0XRgK1Os9ztg73EeoXhp-NrB9IElnkLicgo7yd1Kg8DSUxtjh511z7DS0Qag9eJCCyARe4nkCMbVbhiHuavllFkCiHnNvsmpoOkSQ=w298-h298-k-no']",['pantai']
735,Wahana Wisata Edukasi Jabal Rahmah Desa Jango,"Dusun Rungkang, Jango, Barat Desa, Kec. Janapria",4.4,329,"Wahana Wisata Edukasi Jabal Rahmah Desa Jango adalah sebuah wisata yang terletak di Dusun Rungkang, Jango, Barat Desa, Kec. Janapria, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.6945077, 'longitude': 116.4148926}",https://www.google.com/maps/place/Wahana+Wisata+Edukasi+Jabal+Rahmah+Desa+Jango/data=!4m7!3m6!1s0x2dcdb3cfc6b1afc5:0xf67471b0c6b4b039!8m2!3d-8.6945077!4d116.4148926!16s%2Fg%2F11gxnvhvzp!19sChIJxa-xxs-zzS0RObC0xrBxdPY?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipObjt4wZGwUYm3fH1pk_iqkqh46WXGLnV7KDe4P=w86-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipObjt4wZGwUYm3fH1pk_iqkqh46WXGLnV7KDe4P=w408-h408-k-no', 'https://lh3.googleusercontent.com/p/AF1QipObjt4wZGwUYm3fH1pk_iqkqh46WXGLnV7KDe4P=w298-h298-k-no']",['lainnya']
736,Wisata Berugak Elen Sesaot,"Sesaot, Kec. Narmada",4.4,290,"Wisata Berugak Elen Sesaot adalah sebuah wisata yang terletak di Sesaot, Kec. Narmada, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5425597, 'longitude': 116.2429823}",https://www.google.com/maps/place/Wisata+Berugak+Elen+Sesaot/data=!4m7!3m6!1s0x2dcdc864a691f37d:0x23e40059c7def4f!8m2!3d-8.5425597!4d116.2429823!16s%2Fg%2F11dxs10cdc!19sChIJffORpmTIzS0RT-99nAVAPgI?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipNBTHW7sly2DvdGvsMD6FJ2bDllIJr_rpruO3O6=w86-h114-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNBTHW7sly2DvdGvsMD6FJ2bDllIJr_rpruO3O6=w408-h544-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNBTHW7sly2DvdGvsMD6FJ2bDllIJr_rpruO3O6=w224-h298-k-no']",['lainnya']
737,Monumen Mataram Metro,"Jempong Baru, Kec. Sekarbela",4.6,713,"Monumen Mataram Metro adalah sebuah monumen yang terletak di Jempong Baru, Kec. Sekarbela, Nusa Tenggara Barat. Monumen ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.6193805, 'longitude': 116.0975152}",https://www.google.com/maps/place/Monumen+Mataram+Metro/data=!4m7!3m6!1s0x2dcdbfc3ce4947d1:0xc451101effb29f41!8m2!3d-8.6193805!4d116.0975152!16s%2Fg%2F11s5c221jn!19sChIJ0UdJzsO_zS0RQZ-y_x4QUcQ?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBlsf7G5uVjfg2wPWwUPPxmjqSgLitDzk7y903MFEbnBcN8gga2oigpBrAd-XeUoI9vsK7RmCOxjMwImSsE62px2ck8XUKkq5_eDZWFX3gEMwxwWhg8bfiSNqcnDKCJ1sgOT6m=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBlsf7G5uVjfg2wPWwUPPxmjqSgLitDzk7y903MFEbnBcN8gga2oigpBrAd-XeUoI9vsK7RmCOxjMwImSsE62px2ck8XUKkq5_eDZWFX3gEMwxwWhg8bfiSNqcnDKCJ1sgOT6m=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBlsf7G5uVjfg2wPWwUPPxmjqSgLitDzk7y903MFEbnBcN8gga2oigpBrAd-XeUoI9vsK7RmCOxjMwImSsE62px2ck8XUKkq5_eDZWFX3gEMwxwWhg8bfiSNqcnDKCJ1sgOT6m=w397-h298-k-no']",['situs_sejarah']
738,Taman Wisata Pusuk Sembalun (Tourist Park),"Jl. Wisata Gn. Rinjani, Sembalun Bumbung, Kec. Sembalun",4.7,750,"Taman Wisata Pusuk Sembalun (Tourist Park) adalah sebuah taman yang terletak di Jl. Wisata Gn. Rinjani, Sembalun Bumbung, Kec. Sembalun, Nusa Tenggara Barat. Taman ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.4151495, 'longitude': 116.5382383}",https://www.google.com/maps/place/Taman+Wisata+Pusuk+Sembalun+%28Tourist+Park%29/data=!4m7!3m6!1s0x2dcc31485c05687f:0x39e62678d75c6c75!8m2!3d-8.4151495!4d116.5382383!16s%2Fg%2F11swlx_wz1!19sChIJf2gFXEgxzC0RdWxc13gm5jk?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjGsMGIY9MBjZuEUCV6EjbXAHxyqyc3EPVlPingZBgVGJqWM0aScwaqf1o5o3wPFwOptksiJb3Qrj9KNr6qepWLFJCmTYhe2JaGWFKsyJGetBeK_a2Wq5_JmxeSwF5soxqwwTS=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjGsMGIY9MBjZuEUCV6EjbXAHxyqyc3EPVlPingZBgVGJqWM0aScwaqf1o5o3wPFwOptksiJb3Qrj9KNr6qepWLFJCmTYhe2JaGWFKsyJGetBeK_a2Wq5_JmxeSwF5soxqwwTS=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjGsMGIY9MBjZuEUCV6EjbXAHxyqyc3EPVlPingZBgVGJqWM0aScwaqf1o5o3wPFwOptksiJb3Qrj9KNr6qepWLFJCmTYhe2JaGWFKsyJGetBeK_a2Wq5_JmxeSwF5soxqwwTS=w397-h298-k-no']",['taman']
739,Big Tree Sambelia,"Labuhan Lombok, Kec. Pringgabaya",4.4,726,"Big Tree Sambelia adalah sebuah pohon yang terletak di Labuhan Lombok, Kec. Pringgabaya, Nusa Tenggara Barat. Pohon ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.4729705, 'longitude': 116.6748121}",https://www.google.com/maps/place/Big+Tree+Sambelia/data=!4m7!3m6!1s0x2dcc39665c1cbd35:0xe889811ae55cdb1a!8m2!3d-8.4729705!4d116.6748121!16s%2Fg%2F11b71m7s0v!19sChIJNb0cXGY5zC0RGttc5RqBieg?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWi2xUwr5AihYyHxjAzkYd0Ifq6JMTvEKsN8fLuqz7yWZj9fHLI1W-FPlpk-7O083QF3NY6acUY9rn2hTqjrpCE8_B-4MY_zLsJKkVAvtjJE4_wyy0HZqF_zE2SVdxbWik5JJ9Hw=w86-h152-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWi2xUwr5AihYyHxjAzkYd0Ifq6JMTvEKsN8fLuqz7yWZj9fHLI1W-FPlpk-7O083QF3NY6acUY9rn2hTqjrpCE8_B-4MY_zLsJKkVAvtjJE4_wyy0HZqF_zE2SVdxbWik5JJ9Hw=w408-h724-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWi2xUwr5AihYyHxjAzkYd0Ifq6JMTvEKsN8fLuqz7yWZj9fHLI1W-FPlpk-7O083QF3NY6acUY9rn2hTqjrpCE8_B-4MY_zLsJKkVAvtjJE4_wyy0HZqF_zE2SVdxbWik5JJ9Hw=w224-h397-k-no']",['lainnya']
740,Wisata Bukit Kayangan,"Labuhan Lombok, Kec. Pringgabaya",4.3,96,"Wisata Bukit Kayangan adalah sebuah wisata yang terletak di Labuhan Lombok, Kec. Pringgabaya, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.50108, 'longitude': 116.6763061}",https://www.google.com/maps/place/Wisata+Bukit+Kayangan/data=!4m7!3m6!1s0x2dcc393a70a55c7d:0x936bb1e7be52f8ef!8m2!3d-8.50108!4d116.6763061!16s%2Fg%2F11pf7y34fm!19sChIJfVylcDo5zC0R7_hSvuexa5M?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonW-iXlHfTI4oCcm77k_VnpRuA49RfkbtSEljWMW_EyFoS1cQNo_aDkMGyMzlX7iAbe9_D3y70z858sZbT-Q-72cBN_212hKtX54YrUjdM2YEvPlvuGaeFiC70WUIlpgPF1Q1s=w86-h152-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonW-iXlHfTI4oCcm77k_VnpRuA49RfkbtSEljWMW_EyFoS1cQNo_aDkMGyMzlX7iAbe9_D3y70z858sZbT-Q-72cBN_212hKtX54YrUjdM2YEvPlvuGaeFiC70WUIlpgPF1Q1s=w408-h725-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonW-iXlHfTI4oCcm77k_VnpRuA49RfkbtSEljWMW_EyFoS1cQNo_aDkMGyMzlX7iAbe9_D3y70z858sZbT-Q-72cBN_212hKtX54YrUjdM2YEvPlvuGaeFiC70WUIlpgPF1Q1s=w224-h398-k-no']",['gunung']
741,Obyek Wisata Mata Air Tojang,"Dusun gelogor Nusa Tenggara Bar, Lendang Nangka, Masbagik, Lendang Nangka, Kec. Masbagik",4.3,67,"Obyek Wisata Mata Air Tojang adalah sebuah wisata yang terletak di Dusun gelogor Nusa Tenggara Bar, Lendang Nangka, Masbagik, Lendang Nangka, Kec. Masbagik, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5874636, 'longitude': 116.4498049}",https://www.google.com/maps/place/Obyek+Wisata+Mata+Air+Tojang/data=!4m7!3m6!1s0x2dcc4aeeba53abc7:0x48b33ba93ef23070!8m2!3d-8.5874636!4d116.4498049!16s%2Fg%2F11c2q3xvcq!19sChIJx6tTuu5KzC0RcDDyPqk7s0g?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEBPfrz7gFp7S6E5Hkdin3nkzbRlGvmNLkzyLlSb6lemqZrSAMv1UL45Vl4sQ6ByCqj7VIhZHOaqOa59j0aNkqDuTPOq-qnsFNGa2PM5bCyCZ0FFIEHvpDnjbjukcrIAX0AugDrA=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEBPfrz7gFp7S6E5Hkdin3nkzbRlGvmNLkzyLlSb6lemqZrSAMv1UL45Vl4sQ6ByCqj7VIhZHOaqOa59j0aNkqDuTPOq-qnsFNGa2PM5bCyCZ0FFIEHvpDnjbjukcrIAX0AugDrA=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEBPfrz7gFp7S6E5Hkdin3nkzbRlGvmNLkzyLlSb6lemqZrSAMv1UL45Vl4sQ6ByCqj7VIhZHOaqOa59j0aNkqDuTPOq-qnsFNGa2PM5bCyCZ0FFIEHvpDnjbjukcrIAX0AugDrA=w397-h298-k-no']",['lainnya']
742,WISATA TANDUNG-ANDUNG,"Lendang Ara, Kec. Kopang",4.4,116,"WISATA TANDUNG-ANDUNG adalah sebuah wisata yang terletak di Lendang Ara, Kec. Kopang, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5913311, 'longitude': 116.3749243}",https://www.google.com/maps/place/WISATA+TANDUNG-ANDUNG/data=!4m7!3m6!1s0x2dcdb54dc13840d9:0xb2b524be631b5796!8m2!3d-8.5913311!4d116.3749243!16s%2Fg%2F11jnpszb83!19sChIJ2UA4wU21zS0RllcbY74ktbI?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipM8KBe4cswT7RM64J3lgWK9mhUfeHDzef7n7-kv=w186-h86-k-no', 'https://lh3.googleusercontent.com/p/AF1QipM8KBe4cswT7RM64J3lgWK9mhUfeHDzef7n7-kv=w521-h240-k-no', 'https://lh3.googleusercontent.com/p/AF1QipM8KBe4cswT7RM64J3lgWK9mhUfeHDzef7n7-kv=w647-h298-k-no']",['lainnya']
743,Wisata Bunut ngengkang,"Sesaot, Narmada",4.4,465,"Wisata Bunut ngengkang adalah sebuah wisata yang terletak di Sesaot, Narmada, Nusa Tenggara Barat. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.5336071, 'longitude': 116.2449695}",https://www.google.com/maps/place/Wisata+Bunut+ngengkang/data=!4m7!3m6!1s0x2dcdb9a1974ecbc3:0x6ffde1e479f14570!8m2!3d-8.5336071!4d116.2449695!16s%2Fg%2F11qrvw5thp!19sChIJw8tOl6G5zS0RcEXxeeTh_W8?authuser=0&hl=id&rclk=1,Nusa Tenggara Barat,"['https://lh3.googleusercontent.com/p/AF1QipNIQCNwV3wzxO5HpRIkk-WOo0eXs66FM7RyJSTY=w86-h152-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNIQCNwV3wzxO5HpRIkk-WOo0eXs66FM7RyJSTY=w408-h724-k-no', 'https://lh3.googleusercontent.com/p/AF1QipNIQCNwV3wzxO5HpRIkk-WOo0eXs66FM7RyJSTY=w224-h398-k-no']",['lainnya']
